Y132A213					
81.2	84.2	108.3	111.4
101.2	103.1	164.7	166.6
113.8	118.5	248.4	253.0
115.4	119.2	234.1	238.0
115.4	119.2	249.9	253.8
115.4	119.2	235.4	239.2
212.7	215.4	246.0	248.7
224.2	225.8	265.3	266.8
226.2	228.1	272.4	274.3
258.8	261.2	263.1	265.4
264.2	266.5	271.9	274.2
